date,final,seasonal,seasonal.adjustment,trend,irregular,adjustment.factor
1990-01-01,60120.3787913883,1.15523779514422,60120.3787913883,60272.4810545957,0.997476422729807,1.20528182717271
1990-02-01,60209.8974513103,0.955961868527913,60209.8974513103,60575.6578438769,0.993961924548812,0.947502028983418
1990-03-01,60878.1405777395,1.06630421286933,60878.1405777395,60917.9188993664,0.99934701771916,1.04589265368072
1990-04-01,61048.286308013,0.944215387614744,61048.286308013,61284.1413307931,0.996151450968253,0.95286868015433
1990-05-01,62323.574263107,1.01563261959239,62323.574263107,61631.5458211008,1.01122847776713,1.01670998092145
1990-06-01,61906.3610242137,0.996815120567661,61906.3610242137,61912.9273860771,0.999893941990134,0.986716049682003
1990-07-01,62450.949525977,0.997055546830086,62450.949525977,62128.9711969721,1.00518241848854,1.00076941142429
1990-08-01,62814.1855003751,1.00158895572349,62814.1855003751,62270.9076784782,1.00872442432832,1.02376556326781
1990-09-01,62559.1243914982,0.93742344443209,62559.1243914982,62322.082361363,1.00380349983752,0.892867356174042
1990-10-01,61997.7695957109,0.96066280196405,61997.7695957109,62329.1843725505,0.994682831482941,1.00227799169567
1990-11-01,62661.0100461111,0.973858626981484,62661.0100461111,62334.1208608173,1.00524414527356,0.980003353836954
1990-12-01,61150.0095317,0.983480948139557,61150.0095317,62379.8653564191,0.98028441039922,0.967391509061558
1991-01-01,62458.7361779842,1.16299096982637,62458.7361779842,62526.195723982,0.998921099465325,1.16422464573709
1991-02-01,62913.7242865639,0.964238707884622,62913.7242865639,62730.8815503311,1.00291471651145,0.955705621974138
1991-03-01,63026.1810408327,1.04972966116099,63026.1810408327,62924.413662947,1.00161729560852,1.01538755709376
